ElectionDate	OfficeCode(text)	DistrictCode(Text)	StatusCode	CountyCode	CountyName	OfficeDescription	PartyOrder	PartyDescription	CandidateID	CandidateLastName	CandidateFirstName	CandidateMiddleName	CandidateFormerName	CandidateVotes	WriteIn(W)/Uncommitted(Z)	Recount(*)	Nomindated(N)/Elected(E)
2024-11-05	7	0	0	46	LENAWEE	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	7	NATURAL LAW	434104	DERN	DOUG			214			
2024-11-05	7	0	0	46	LENAWEE	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	434127	SLOTKIN	ELISSA			19767			
2024-11-05	7	0	0	46	LENAWEE	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	2	REPUBLICAN	460388	ROGERS	MIKE			32379			
2024-11-05	7	0	0	46	LENAWEE	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	3	LIBERTARIAN	466431	SOLIS-MULLEN	JOSEPH			630			
2024-11-05	7	0	0	46	LENAWEE	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	4	U.S. TAXPAYERS	466432	STEIN	DAVE			489			
2024-11-05	7	0	0	46	LENAWEE	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	5	GREEN	466433	MARSH	DOUGLAS	P.		294			
2024-11-05	7	0	0	46	LENAWEE	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	8	NO PARTY AFFILIATION	481364	WRITE-IN				0	Y		
2024-11-05	7	0	0	46	LENAWEE	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	8	NO PARTY AFFILIATION	481365	WRITE-IN				0	Y		
2024-11-05	7	0	0	46	LENAWEE	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	8	NO PARTY AFFILIATION	481366	WRITE-IN				0	Y		
2024-11-05	7	0	0	47	LIVINGSTON	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	7	NATURAL LAW	434104	DERN	DOUG			315			
2024-11-05	7	0	0	47	LIVINGSTON	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	434127	SLOTKIN	ELISSA			50516			
2024-11-05	7	0	0	47	LIVINGSTON	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	2	REPUBLICAN	460388	ROGERS	MIKE			78180			
2024-11-05	7	0	0	47	LIVINGSTON	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	3	LIBERTARIAN	466431	SOLIS-MULLEN	JOSEPH			1128			
2024-11-05	7	0	0	47	LIVINGSTON	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	4	U.S. TAXPAYERS	466432	STEIN	DAVE			549			
2024-11-05	7	0	0	47	LIVINGSTON	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	5	GREEN	466433	MARSH	DOUGLAS	P.		532			
2024-11-05	7	0	0	47	LIVINGSTON	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	8	NO PARTY AFFILIATION	481364	WRITE-IN				0	Y		
2024-11-05	7	0	0	47	LIVINGSTON	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	8	NO PARTY AFFILIATION	481365	WRITE-IN				0	Y		
2024-11-05	7	0	0	47	LIVINGSTON	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	8	NO PARTY AFFILIATION	481366	WRITE-IN				0	Y		
2024-11-05	7	0	0	48	LUCE	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	7	NATURAL LAW	434104	DERN	DOUG			7			
2024-11-05	7	0	0	48	LUCE	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	434127	SLOTKIN	ELISSA			771			
2024-11-05	7	0	0	48	LUCE	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	2	REPUBLICAN	460388	ROGERS	MIKE			2096			
2024-11-05	7	0	0	48	LUCE	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	3	LIBERTARIAN	466431	SOLIS-MULLEN	JOSEPH			34			
2024-11-05	7	0	0	48	LUCE	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	4	U.S. TAXPAYERS	466432	STEIN	DAVE			24			
2024-11-05	7	0	0	48	LUCE	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	5	GREEN	466433	MARSH	DOUGLAS	P.		14			
2024-11-05	7	0	0	48	LUCE	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	8	NO PARTY AFFILIATION	481364	WRITE-IN				0	Y		
2024-11-05	7	0	0	48	LUCE	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	8	NO PARTY AFFILIATION	481365	WRITE-IN				0	Y		
2024-11-05	7	0	0	48	LUCE	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	8	NO PARTY AFFILIATION	481366	WRITE-IN				0	Y		
2024-11-05	7	0	0	49	MACKINAC	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	7	NATURAL LAW	434104	DERN	DOUG			19			
2024-11-05	7	0	0	49	MACKINAC	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	434127	SLOTKIN	ELISSA			2612			
2024-11-05	7	0	0	49	MACKINAC	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	2	REPUBLICAN	460388	ROGERS	MIKE			4326			
2024-11-05	7	0	0	49	MACKINAC	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	3	LIBERTARIAN	466431	SOLIS-MULLEN	JOSEPH			63			
2024-11-05	7	0	0	49	MACKINAC	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	4	U.S. TAXPAYERS	466432	STEIN	DAVE			58			
2024-11-05	7	0	0	49	MACKINAC	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	5	GREEN	466433	MARSH	DOUGLAS	P.		25			
2024-11-05	7	0	0	49	MACKINAC	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	8	NO PARTY AFFILIATION	481364	WRITE-IN				0	Y		
2024-11-05	7	0	0	49	MACKINAC	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	8	NO PARTY AFFILIATION	481365	WRITE-IN				0	Y		
2024-11-05	7	0	0	49	MACKINAC	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	8	NO PARTY AFFILIATION	481366	WRITE-IN				0	Y		
2024-11-05	7	0	0	50	MACOMB	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	7	NATURAL LAW	434104	DERN	DOUG			1664			
2024-11-05	7	0	0	50	MACOMB	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	434127	SLOTKIN	ELISSA			217649			
2024-11-05	7	0	0	50	MACOMB	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	2	REPUBLICAN	460388	ROGERS	MIKE			265865			
2024-11-05	7	0	0	50	MACOMB	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	3	LIBERTARIAN	466431	SOLIS-MULLEN	JOSEPH			4734			
2024-11-05	7	0	0	50	MACOMB	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	4	U.S. TAXPAYERS	466432	STEIN	DAVE			3922			
2024-11-05	7	0	0	50	MACOMB	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	5	GREEN	466433	MARSH	DOUGLAS	P.		4842			
2024-11-05	7	0	0	50	MACOMB	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	8	NO PARTY AFFILIATION	481364	WRITE-IN				0	Y		
2024-11-05	7	0	0	50	MACOMB	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	8	NO PARTY AFFILIATION	481365	WRITE-IN				0	Y		
2024-11-05	7	0	0	50	MACOMB	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	8	NO PARTY AFFILIATION	481366	WRITE-IN				0	Y		
2024-11-05	7	0	0	51	MANISTEE	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	7	NATURAL LAW	434104	DERN	DOUG			57			
2024-11-05	7	0	0	51	MANISTEE	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	434127	SLOTKIN	ELISSA			6402			
2024-11-05	7	0	0	51	MANISTEE	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	2	REPUBLICAN	460388	ROGERS	MIKE			8381			
2024-11-05	7	0	0	51	MANISTEE	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	3	LIBERTARIAN	466431	SOLIS-MULLEN	JOSEPH			175			
2024-11-05	7	0	0	51	MANISTEE	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	4	U.S. TAXPAYERS	466432	STEIN	DAVE			150			
2024-11-05	7	0	0	51	MANISTEE	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	5	GREEN	466433	MARSH	DOUGLAS	P.		70			
2024-11-05	7	0	0	51	MANISTEE	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	8	NO PARTY AFFILIATION	481364	WRITE-IN				0	Y		
2024-11-05	7	0	0	51	MANISTEE	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	8	NO PARTY AFFILIATION	481365	WRITE-IN				0	Y		
2024-11-05	7	0	0	51	MANISTEE	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	8	NO PARTY AFFILIATION	481366	WRITE-IN				0	Y		
2024-11-05	7	0	0	52	MARQUETTE	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	7	NATURAL LAW	434104	DERN	DOUG			112			
2024-11-05	7	0	0	52	MARQUETTE	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	434127	SLOTKIN	ELISSA			20250			
2024-11-05	7	0	0	52	MARQUETTE	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	2	REPUBLICAN	460388	ROGERS	MIKE			16340			
2024-11-05	7	0	0	52	MARQUETTE	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	3	LIBERTARIAN	466431	SOLIS-MULLEN	JOSEPH			372			
2024-11-05	7	0	0	52	MARQUETTE	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	4	U.S. TAXPAYERS	466432	STEIN	DAVE			177			
2024-11-05	7	0	0	52	MARQUETTE	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	5	GREEN	466433	MARSH	DOUGLAS	P.		242			
2024-11-05	7	0	0	52	MARQUETTE	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	8	NO PARTY AFFILIATION	481364	WRITE-IN				0	Y		
2024-11-05	7	0	0	52	MARQUETTE	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	8	NO PARTY AFFILIATION	481365	WRITE-IN				0	Y		
2024-11-05	7	0	0	52	MARQUETTE	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	8	NO PARTY AFFILIATION	481366	WRITE-IN				0	Y		
2024-11-05	7	0	0	53	MASON	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	7	NATURAL LAW	434104	DERN	DOUG			62			
2024-11-05	7	0	0	53	MASON	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	434127	SLOTKIN	ELISSA			6735			
2024-11-05	7	0	0	53	MASON	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	2	REPUBLICAN	460388	ROGERS	MIKE			10613			
2024-11-05	7	0	0	53	MASON	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	3	LIBERTARIAN	466431	SOLIS-MULLEN	JOSEPH			193			
2024-11-05	7	0	0	53	MASON	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	4	U.S. TAXPAYERS	466432	STEIN	DAVE			150			
2024-11-05	7	0	0	53	MASON	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	5	GREEN	466433	MARSH	DOUGLAS	P.		100			
2024-11-05	7	0	0	53	MASON	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	8	NO PARTY AFFILIATION	481364	WRITE-IN				0	Y		
2024-11-05	7	0	0	53	MASON	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	8	NO PARTY AFFILIATION	481365	WRITE-IN				0	Y		
2024-11-05	7	0	0	53	MASON	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	8	NO PARTY AFFILIATION	481366	WRITE-IN				0	Y		
2024-11-05	7	0	0	54	MECOSTA	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	7	NATURAL LAW	434104	DERN	DOUG			89			
2024-11-05	7	0	0	54	MECOSTA	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	434127	SLOTKIN	ELISSA			7463			
2024-11-05	7	0	0	54	MECOSTA	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	2	REPUBLICAN	460388	ROGERS	MIKE			13949			
2024-11-05	7	0	0	54	MECOSTA	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	3	LIBERTARIAN	466431	SOLIS-MULLEN	JOSEPH			281			
2024-11-05	7	0	0	54	MECOSTA	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	4	U.S. TAXPAYERS	466432	STEIN	DAVE			252			
2024-11-05	7	0	0	54	MECOSTA	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	5	GREEN	466433	MARSH	DOUGLAS	P.		125			
2024-11-05	7	0	0	54	MECOSTA	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	8	NO PARTY AFFILIATION	481364	WRITE-IN				0	Y		
2024-11-05	7	0	0	54	MECOSTA	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	8	NO PARTY AFFILIATION	481365	WRITE-IN				0	Y		
2024-11-05	7	0	0	54	MECOSTA	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	8	NO PARTY AFFILIATION	481366	WRITE-IN				0	Y		
2024-11-05	7	0	0	55	MENOMINEE	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	7	NATURAL LAW	434104	DERN	DOUG			43			
2024-11-05	7	0	0	55	MENOMINEE	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	434127	SLOTKIN	ELISSA			4038			
2024-11-05	7	0	0	55	MENOMINEE	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	2	REPUBLICAN	460388	ROGERS	MIKE			8330			
2024-11-05	7	0	0	55	MENOMINEE	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	3	LIBERTARIAN	466431	SOLIS-MULLEN	JOSEPH			100			
2024-11-05	7	0	0	55	MENOMINEE	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	4	U.S. TAXPAYERS	466432	STEIN	DAVE			129			
2024-11-05	7	0	0	55	MENOMINEE	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	5	GREEN	466433	MARSH	DOUGLAS	P.		58			
2024-11-05	7	0	0	55	MENOMINEE	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	8	NO PARTY AFFILIATION	481364	WRITE-IN				0	Y		
2024-11-05	7	0	0	55	MENOMINEE	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	8	NO PARTY AFFILIATION	481365	WRITE-IN				0	Y		
2024-11-05	7	0	0	55	MENOMINEE	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	8	NO PARTY AFFILIATION	481366	WRITE-IN				0	Y		
2024-11-05	7	0	0	56	MIDLAND	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	7	NATURAL LAW	434104	DERN	DOUG			154			
2024-11-05	7	0	0	56	MIDLAND	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	434127	SLOTKIN	ELISSA			20656			
2024-11-05	7	0	0	56	MIDLAND	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	2	REPUBLICAN	460388	ROGERS	MIKE			27601			
2024-11-05	7	0	0	56	MIDLAND	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	3	LIBERTARIAN	466431	SOLIS-MULLEN	JOSEPH			538			
2024-11-05	7	0	0	56	MIDLAND	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	4	U.S. TAXPAYERS	466432	STEIN	DAVE			367			
2024-11-05	7	0	0	56	MIDLAND	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	5	GREEN	466433	MARSH	DOUGLAS	P.		271			
2024-11-05	7	0	0	56	MIDLAND	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	8	NO PARTY AFFILIATION	481364	WRITE-IN				0	Y		
2024-11-05	7	0	0	56	MIDLAND	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	8	NO PARTY AFFILIATION	481365	WRITE-IN				0	Y		
2024-11-05	7	0	0	56	MIDLAND	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	8	NO PARTY AFFILIATION	481366	WRITE-IN				0	Y		
2024-11-05	7	0	0	57	MISSAUKEE	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	7	NATURAL LAW	434104	DERN	DOUG			38			
2024-11-05	7	0	0	57	MISSAUKEE	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	434127	SLOTKIN	ELISSA			1934			
2024-11-05	7	0	0	57	MISSAUKEE	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	2	REPUBLICAN	460388	ROGERS	MIKE			6828			
2024-11-05	7	0	0	57	MISSAUKEE	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	3	LIBERTARIAN	466431	SOLIS-MULLEN	JOSEPH			114			
2024-11-05	7	0	0	57	MISSAUKEE	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	4	U.S. TAXPAYERS	466432	STEIN	DAVE			78			
2024-11-05	7	0	0	57	MISSAUKEE	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	5	GREEN	466433	MARSH	DOUGLAS	P.		26			
2024-11-05	7	0	0	57	MISSAUKEE	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	8	NO PARTY AFFILIATION	481364	WRITE-IN				0	Y		
2024-11-05	7	0	0	57	MISSAUKEE	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	8	NO PARTY AFFILIATION	481365	WRITE-IN				0	Y		
2024-11-05	7	0	0	57	MISSAUKEE	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	8	NO PARTY AFFILIATION	481366	WRITE-IN				0	Y		
2024-11-05	7	0	0	58	MONROE	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	7	NATURAL LAW	434104	DERN	DOUG			310			
2024-11-05	7	0	0	58	MONROE	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	434127	SLOTKIN	ELISSA			32412			
2024-11-05	7	0	0	58	MONROE	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	2	REPUBLICAN	460388	ROGERS	MIKE			54079			
2024-11-05	7	0	0	58	MONROE	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	3	LIBERTARIAN	466431	SOLIS-MULLEN	JOSEPH			930			
2024-11-05	7	0	0	58	MONROE	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	4	U.S. TAXPAYERS	466432	STEIN	DAVE			755			
2024-11-05	7	0	0	58	MONROE	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	5	GREEN	466433	MARSH	DOUGLAS	P.		464			
2024-11-05	7	0	0	58	MONROE	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	8	NO PARTY AFFILIATION	481364	WRITE-IN				0	Y		
2024-11-05	7	0	0	58	MONROE	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	8	NO PARTY AFFILIATION	481365	WRITE-IN				0	Y		
2024-11-05	7	0	0	58	MONROE	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	8	NO PARTY AFFILIATION	481366	WRITE-IN				0	Y		
2024-11-05	7	0	0	59	MONTCALM	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	7	NATURAL LAW	434104	DERN	DOUG			156			
2024-11-05	7	0	0	59	MONTCALM	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	434127	SLOTKIN	ELISSA			10265			
2024-11-05	7	0	0	59	MONTCALM	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	2	REPUBLICAN	460388	ROGERS	MIKE			22942			
2024-11-05	7	0	0	59	MONTCALM	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	3	LIBERTARIAN	466431	SOLIS-MULLEN	JOSEPH			430			
2024-11-05	7	0	0	59	MONTCALM	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	4	U.S. TAXPAYERS	466432	STEIN	DAVE			365			
2024-11-05	7	0	0	59	MONTCALM	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	5	GREEN	466433	MARSH	DOUGLAS	P.		162			
2024-11-05	7	0	0	59	MONTCALM	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	8	NO PARTY AFFILIATION	481364	WRITE-IN				0	Y		
2024-11-05	7	0	0	59	MONTCALM	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	8	NO PARTY AFFILIATION	481365	WRITE-IN				0	Y		
2024-11-05	7	0	0	59	MONTCALM	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	8	NO PARTY AFFILIATION	481366	WRITE-IN				0	Y		
2024-11-05	7	0	0	60	MONTMORENCY	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	7	NATURAL LAW	434104	DERN	DOUG			22			
2024-11-05	7	0	0	60	MONTMORENCY	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	434127	SLOTKIN	ELISSA			1653			
2024-11-05	7	0	0	60	MONTMORENCY	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	2	REPUBLICAN	460388	ROGERS	MIKE			4451			
2024-11-05	7	0	0	60	MONTMORENCY	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	3	LIBERTARIAN	466431	SOLIS-MULLEN	JOSEPH			59			
2024-11-05	7	0	0	60	MONTMORENCY	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	4	U.S. TAXPAYERS	466432	STEIN	DAVE			62			
2024-11-05	7	0	0	60	MONTMORENCY	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	5	GREEN	466433	MARSH	DOUGLAS	P.		19			
2024-11-05	7	0	0	60	MONTMORENCY	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	8	NO PARTY AFFILIATION	481364	WRITE-IN				0	Y		
2024-11-05	7	0	0	60	MONTMORENCY	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	8	NO PARTY AFFILIATION	481365	WRITE-IN				0	Y		
2024-11-05	7	0	0	60	MONTMORENCY	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	8	NO PARTY AFFILIATION	481366	WRITE-IN				0	Y		
2024-11-05	7	0	0	61	MUSKEGON	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	7	NATURAL LAW	434104	DERN	DOUG			408			
2024-11-05	7	0	0	61	MUSKEGON	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	434127	SLOTKIN	ELISSA			44361			
2024-11-05	7	0	0	61	MUSKEGON	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	2	REPUBLICAN	460388	ROGERS	MIKE			43929			
2024-11-05	7	0	0	61	MUSKEGON	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	3	LIBERTARIAN	466431	SOLIS-MULLEN	JOSEPH			1161			
2024-11-05	7	0	0	61	MUSKEGON	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	4	U.S. TAXPAYERS	466432	STEIN	DAVE			854			
2024-11-05	7	0	0	61	MUSKEGON	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	5	GREEN	466433	MARSH	DOUGLAS	P.		533			
2024-11-05	7	0	0	61	MUSKEGON	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	8	NO PARTY AFFILIATION	481364	WRITE-IN				0	Y		
2024-11-05	7	0	0	61	MUSKEGON	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	8	NO PARTY AFFILIATION	481365	WRITE-IN				0	Y		
2024-11-05	7	0	0	61	MUSKEGON	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	8	NO PARTY AFFILIATION	481366	WRITE-IN				0	Y		
2024-11-05	7	0	0	62	NEWAYGO	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	7	NATURAL LAW	434104	DERN	DOUG			116			
2024-11-05	7	0	0	62	NEWAYGO	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	434127	SLOTKIN	ELISSA			8063			
2024-11-05	7	0	0	62	NEWAYGO	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	2	REPUBLICAN	460388	ROGERS	MIKE			19930			
2024-11-05	7	0	0	62	NEWAYGO	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	3	LIBERTARIAN	466431	SOLIS-MULLEN	JOSEPH			332			
2024-11-05	7	0	0	62	NEWAYGO	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	4	U.S. TAXPAYERS	466432	STEIN	DAVE			266			
2024-11-05	7	0	0	62	NEWAYGO	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	5	GREEN	466433	MARSH	DOUGLAS	P.		125			
2024-11-05	7	0	0	62	NEWAYGO	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	8	NO PARTY AFFILIATION	481364	WRITE-IN				0	Y		
2024-11-05	7	0	0	62	NEWAYGO	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	8	NO PARTY AFFILIATION	481365	WRITE-IN				0	Y		
2024-11-05	7	0	0	62	NEWAYGO	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	8	NO PARTY AFFILIATION	481366	WRITE-IN				0	Y		
2024-11-05	7	0	0	63	OAKLAND	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	7	NATURAL LAW	434104	DERN	DOUG			1712			
2024-11-05	7	0	0	63	OAKLAND	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	434127	SLOTKIN	ELISSA			418362			
2024-11-05	7	0	0	63	OAKLAND	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	2	REPUBLICAN	460388	ROGERS	MIKE			325715			
2024-11-05	7	0	0	63	OAKLAND	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	3	LIBERTARIAN	466431	SOLIS-MULLEN	JOSEPH			5966			
2024-11-05	7	0	0	63	OAKLAND	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	4	U.S. TAXPAYERS	466432	STEIN	DAVE			3428			
2024-11-05	7	0	0	63	OAKLAND	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	5	GREEN	466433	MARSH	DOUGLAS	P.		7669			
2024-11-05	7	0	0	63	OAKLAND	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	8	NO PARTY AFFILIATION	481364	WRITE-IN				0	Y		
2024-11-05	7	0	0	63	OAKLAND	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	8	NO PARTY AFFILIATION	481365	WRITE-IN				0	Y		
2024-11-05	7	0	0	63	OAKLAND	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	8	NO PARTY AFFILIATION	481366	WRITE-IN				0	Y		
2024-11-05	7	0	0	64	OCEANA	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	7	NATURAL LAW	434104	DERN	DOUG			68			
2024-11-05	7	0	0	64	OCEANA	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	434127	SLOTKIN	ELISSA			5064			
2024-11-05	7	0	0	64	OCEANA	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	2	REPUBLICAN	460388	ROGERS	MIKE			9168			
